model,prompt_style,reasoning,category,turn,mean_iou,confirming_test_rate
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,1,0.050440000000000006,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,2,0.02067,0.5
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,3,0.02357,0.7
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,4,0.024229999999999998,0.7
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,5,0.01138,0.9
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,6,0.01149,0.8
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,7,0.011510000000000001,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,8,0.01201,0.6
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,9,0.01712,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,10,0.01104,0.7
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,11,0.11037999999999999,0.7
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,12,0.0017777777777777779,0.7777777777777778
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,13,0.11185555555555554,0.8888888888888888
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,14,0.12555,0.625
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,15,0.0006428571428571429,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,16,0.14348571428571427,0.8571428571428571
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,17,0.0008333333333333334,0.6666666666666666
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,18,0.0008333333333333334,0.5
anthropic__claude-sonnet-4.6,adaptive,none,Арифметика,19,0.0008,0.5
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,1,0.09229090909090908,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,2,0.07912727272727273,0.7272727272727273
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,3,0.048054545454545454,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,4,0.04649090909090909,0.6363636363636364
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,5,0.047654545454545456,0.8181818181818182
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,6,0.04687272727272728,0.9090909090909091
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,7,0.04722727272727272,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,8,0.04704545454545454,0.8181818181818182
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,9,0.047,0.8181818181818182
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,10,0.05253636363636363,0.6363636363636364
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,11,0.06305454545454546,0.45454545454545453
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,12,0.09467272727272728,0.9090909090909091
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,13,0.0008199999999999999,0.9
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,14,0.0005,0.7
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,15,0.00027,0.8
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,16,0.01502,0.7
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,17,0.03244,0.8
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,18,0.0038399999999999997,0.8
anthropic__claude-sonnet-4.6,adaptive,none,Паттерн,19,0.00226,0.8
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,1,0.2398666666666667,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,2,0.07182857142857144,0.8571428571428571
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,3,0.047999999999999994,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,4,0.0179,0.8571428571428571
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,5,0.04795714285714286,0.8571428571428571
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,6,0.1424,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,7,8.333333333333333e-05,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,8,0.0,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,9,0.0,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,10,0.0002666666666666667,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,11,0.030583333333333334,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,12,0.024066666666666667,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,13,0.0038499999999999997,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,14,0.0,0.8333333333333334
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,15,0.16718333333333332,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,16,8e-05,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,17,0.006719999999999999,0.8
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,18,0.06559999999999999,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Порядок,19,0.0077,0.8
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,1,0.28945,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,2,0.18415555555555554,0.6666666666666666
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,3,0.16512222222222223,0.6666666666666666
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,4,0.18071111111111113,0.6666666666666666
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,5,0.1796888888888889,0.5555555555555556
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,6,0.21356666666666665,0.4444444444444444
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,7,0.2417888888888889,0.7777777777777778
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,8,0.13898888888888888,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,9,0.19525555555555557,0.6666666666666666
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,10,0.148175,0.75
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,11,0.147275,0.5
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,12,0.16348749999999998,0.875
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,13,0.1629375,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,14,0.1638,0.75
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,15,0.15575,0.5
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,16,0.1566125,0.375
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,17,0.25682499999999997,0.75
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,18,0.13552857142857141,0.7142857142857143
anthropic__claude-sonnet-4.6,adaptive,none,Смешанные,19,0.10852857142857143,0.8571428571428571
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,1,0.08619,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,2,0.20737,0.7
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,3,0.13525555555555557,0.7777777777777778
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,4,0.12491111111111113,0.6666666666666666
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,5,0.1499111111111111,1.0
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,6,0.1494888888888889,0.7777777777777778
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,7,0.16034444444444446,0.7777777777777778
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,8,0.17757777777777778,0.7777777777777778
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,9,0.2454,0.8888888888888888
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,10,0.17435,0.625
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,11,0.175675,0.375
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,12,0.1418625,0.75
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,13,0.1852875,0.5
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,14,0.152225,0.875
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,15,0.1583,0.875
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,16,0.163775,0.75
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,17,0.1638,0.5
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,18,0.16299999999999998,0.625
anthropic__claude-sonnet-4.6,adaptive,none,Чётность,19,0.1638625,0.75
deepseek__deepseek-v3.2,adaptive,none,Арифметика,1,0.05066,1.0
deepseek__deepseek-v3.2,adaptive,none,Арифметика,2,0.0008500000000000001,0.5
deepseek__deepseek-v3.2,adaptive,none,Арифметика,3,0.00081,1.0
deepseek__deepseek-v3.2,adaptive,none,Арифметика,4,0.00063,0.5
deepseek__deepseek-v3.2,adaptive,none,Арифметика,5,0.00075,0.4
deepseek__deepseek-v3.2,adaptive,none,Арифметика,6,0.10021,1.0
deepseek__deepseek-v3.2,adaptive,none,Арифметика,7,0.0011444444444444445,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Арифметика,8,0.00036666666666666667,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Арифметика,9,0.0025,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Арифметика,10,0.0005666666666666667,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Арифметика,11,0.0003555555555555555,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Арифметика,12,0.0008777777777777779,0.4444444444444444
deepseek__deepseek-v3.2,adaptive,none,Арифметика,13,0.00039999999999999996,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Арифметика,14,0.0028666666666666667,0.8888888888888888
deepseek__deepseek-v3.2,adaptive,none,Арифметика,15,0.0007,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Арифметика,16,0.0025111111111111115,0.8888888888888888
deepseek__deepseek-v3.2,adaptive,none,Арифметика,17,0.11217777777777778,1.0
deepseek__deepseek-v3.2,adaptive,none,Арифметика,18,0.0004375,0.875
deepseek__deepseek-v3.2,adaptive,none,Арифметика,19,0.001075,0.875
deepseek__deepseek-v3.2,adaptive,none,Паттерн,1,0.09213636363636364,1.0
deepseek__deepseek-v3.2,adaptive,none,Паттерн,2,0.04773636363636364,0.9090909090909091
deepseek__deepseek-v3.2,adaptive,none,Паттерн,3,0.05130909090909091,0.7272727272727273
deepseek__deepseek-v3.2,adaptive,none,Паттерн,4,0.06765454545454545,0.9090909090909091
deepseek__deepseek-v3.2,adaptive,none,Паттерн,5,0.07,0.6363636363636364
deepseek__deepseek-v3.2,adaptive,none,Паттерн,6,0.04748181818181818,0.7272727272727273
deepseek__deepseek-v3.2,adaptive,none,Паттерн,7,0.07149090909090909,0.5454545454545454
deepseek__deepseek-v3.2,adaptive,none,Паттерн,8,0.07245454545454545,0.6363636363636364
deepseek__deepseek-v3.2,adaptive,none,Паттерн,9,0.07632727272727273,0.5454545454545454
deepseek__deepseek-v3.2,adaptive,none,Паттерн,10,0.11399090909090909,0.7272727272727273
deepseek__deepseek-v3.2,adaptive,none,Паттерн,11,0.18646363636363636,0.5454545454545454
deepseek__deepseek-v3.2,adaptive,none,Паттерн,12,0.07138181818181819,0.7272727272727273
deepseek__deepseek-v3.2,adaptive,none,Паттерн,13,0.07344545454545455,0.7272727272727273
deepseek__deepseek-v3.2,adaptive,none,Паттерн,14,0.13816363636363638,0.8181818181818182
deepseek__deepseek-v3.2,adaptive,none,Паттерн,15,0.05234000000000001,0.7
deepseek__deepseek-v3.2,adaptive,none,Паттерн,16,0.052390000000000006,0.6
deepseek__deepseek-v3.2,adaptive,none,Паттерн,17,0.05158,0.8
deepseek__deepseek-v3.2,adaptive,none,Паттерн,18,0.053739999999999996,0.6
deepseek__deepseek-v3.2,adaptive,none,Паттерн,19,0.051739999999999994,0.9
deepseek__deepseek-v3.2,adaptive,none,Порядок,1,0.22157777777777776,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,2,0.00018571428571428572,0.8571428571428571
deepseek__deepseek-v3.2,adaptive,none,Порядок,3,5.714285714285715e-05,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,4,0.022028571428571425,0.7142857142857143
deepseek__deepseek-v3.2,adaptive,none,Порядок,5,0.02497142857142857,0.8571428571428571
deepseek__deepseek-v3.2,adaptive,none,Порядок,6,5.714285714285715e-05,0.8571428571428571
deepseek__deepseek-v3.2,adaptive,none,Порядок,7,0.0005,0.8571428571428571
deepseek__deepseek-v3.2,adaptive,none,Порядок,8,8.571428571428571e-05,0.8571428571428571
deepseek__deepseek-v3.2,adaptive,none,Порядок,9,0.0005428571428571429,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,10,7.142857142857143e-05,0.7142857142857143
deepseek__deepseek-v3.2,adaptive,none,Порядок,11,0.028414285714285715,0.7142857142857143
deepseek__deepseek-v3.2,adaptive,none,Порядок,12,5.714285714285715e-05,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,13,7.142857142857143e-05,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,14,5.714285714285715e-05,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,15,0.00025714285714285715,0.8571428571428571
deepseek__deepseek-v3.2,adaptive,none,Порядок,16,0.0004571428571428572,0.8571428571428571
deepseek__deepseek-v3.2,adaptive,none,Порядок,17,0.00028571428571428574,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,18,8.333333333333333e-05,1.0
deepseek__deepseek-v3.2,adaptive,none,Порядок,19,0.0005,1.0
deepseek__deepseek-v3.2,adaptive,none,Смешанные,1,0.28904,1.0
deepseek__deepseek-v3.2,adaptive,none,Смешанные,2,0.11248888888888889,0.4444444444444444
deepseek__deepseek-v3.2,adaptive,none,Смешанные,3,0.11135555555555555,1.0
deepseek__deepseek-v3.2,adaptive,none,Смешанные,4,0.1125111111111111,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Смешанные,5,0.12286666666666668,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Смешанные,6,0.1033,1.0
deepseek__deepseek-v3.2,adaptive,none,Смешанные,7,0.11263333333333334,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Смешанные,8,0.11330000000000001,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Смешанные,9,0.11092222222222221,0.8888888888888888
deepseek__deepseek-v3.2,adaptive,none,Смешанные,10,0.05612222222222222,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Смешанные,11,0.06751111111111112,1.0
deepseek__deepseek-v3.2,adaptive,none,Смешанные,12,0.06673333333333334,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Смешанные,13,0.06675555555555555,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Смешанные,14,0.10956666666666666,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Смешанные,15,0.0579,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Смешанные,16,0.056411111111111106,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Смешанные,17,0.05634444444444445,1.0
deepseek__deepseek-v3.2,adaptive,none,Смешанные,18,0.05608888888888888,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Смешанные,19,0.05851111111111112,0.8888888888888888
deepseek__deepseek-v3.2,adaptive,none,Чётность,1,0.08576,1.0
deepseek__deepseek-v3.2,adaptive,none,Чётность,2,0.0349,0.7
deepseek__deepseek-v3.2,adaptive,none,Чётность,3,0.034749999999999996,1.0
deepseek__deepseek-v3.2,adaptive,none,Чётность,4,0.05229,0.8
deepseek__deepseek-v3.2,adaptive,none,Чётность,5,0.18792999999999999,0.9
deepseek__deepseek-v3.2,adaptive,none,Чётность,6,0.09659999999999999,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Чётность,7,0.08574444444444444,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Чётность,8,0.08554444444444444,0.4444444444444444
deepseek__deepseek-v3.2,adaptive,none,Чётность,9,0.0977777777777778,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Чётность,10,0.0972888888888889,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Чётность,11,0.09716666666666667,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Чётность,12,0.10603333333333334,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Чётность,13,0.10533333333333333,0.7777777777777778
deepseek__deepseek-v3.2,adaptive,none,Чётность,14,0.10512222222222221,0.6666666666666666
deepseek__deepseek-v3.2,adaptive,none,Чётность,15,0.1063,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Чётность,16,0.16125555555555557,0.5555555555555556
deepseek__deepseek-v3.2,adaptive,none,Чётность,17,0.055987499999999996,0.75
deepseek__deepseek-v3.2,adaptive,none,Чётность,18,0.0561625,0.875
deepseek__deepseek-v3.2,adaptive,none,Чётность,19,0.0562875,0.875
google__gemma-3-12b-it,adaptive,none,Арифметика,1,0.10003999999999999,1.0
google__gemma-3-12b-it,adaptive,none,Арифметика,2,0.00046666666666666666,0.5555555555555556
google__gemma-3-12b-it,adaptive,none,Арифметика,3,2.2222222222222223e-05,1.0
google__gemma-3-12b-it,adaptive,none,Арифметика,4,2.2222222222222223e-05,1.0
google__gemma-3-12b-it,adaptive,none,Арифметика,5,0.11114444444444443,0.5555555555555556
google__gemma-3-12b-it,adaptive,none,Арифметика,6,0.0001,1.0
google__gemma-3-12b-it,adaptive,none,Арифметика,7,0.000875,0.875
google__gemma-3-12b-it,adaptive,none,Арифметика,8,2.5e-05,1.0
google__gemma-3-12b-it,adaptive,none,Арифметика,9,0.0051624999999999996,0.75
google__gemma-3-12b-it,adaptive,none,Арифметика,10,0.0003625,0.75
google__gemma-3-12b-it,adaptive,none,Арифметика,11,2.5e-05,0.875
google__gemma-3-12b-it,adaptive,none,Арифметика,12,2.5e-05,0.625
google__gemma-3-12b-it,adaptive,none,Арифметика,13,0.0003125,0.75
google__gemma-3-12b-it,adaptive,none,Арифметика,14,0.0072,0.75
google__gemma-3-12b-it,adaptive,none,Арифметика,15,3.75e-05,1.0
google__gemma-3-12b-it,adaptive,none,Арифметика,16,9.999999999999999e-05,0.875
google__gemma-3-12b-it,adaptive,none,Арифметика,17,0.005350000000000001,0.75
google__gemma-3-12b-it,adaptive,none,Арифметика,18,2.5e-05,1.0
google__gemma-3-12b-it,adaptive,none,Арифметика,19,0.00115,0.5
google__gemma-3-12b-it,adaptive,none,Паттерн,1,0.00034545454545454544,1.0
google__gemma-3-12b-it,adaptive,none,Паттерн,2,0.0002090909090909091,0.36363636363636365
google__gemma-3-12b-it,adaptive,none,Паттерн,3,0.0008636363636363636,1.0
google__gemma-3-12b-it,adaptive,none,Паттерн,4,0.00035454545454545455,1.0
google__gemma-3-12b-it,adaptive,none,Паттерн,5,0.00017272727272727272,0.36363636363636365
google__gemma-3-12b-it,adaptive,none,Паттерн,6,0.0003,1.0
google__gemma-3-12b-it,adaptive,none,Паттерн,7,0.0002818181818181818,0.36363636363636365
google__gemma-3-12b-it,adaptive,none,Паттерн,8,0.00021818181818181816,0.7272727272727273
google__gemma-3-12b-it,adaptive,none,Паттерн,9,0.007227272727272727,0.18181818181818182
google__gemma-3-12b-it,adaptive,none,Паттерн,10,0.0003818181818181818,0.7272727272727273
google__gemma-3-12b-it,adaptive,none,Паттерн,11,0.012463636363636364,0.45454545454545453
google__gemma-3-12b-it,adaptive,none,Паттерн,12,0.0002090909090909091,0.36363636363636365
google__gemma-3-12b-it,adaptive,none,Паттерн,13,0.00036363636363636367,0.5454545454545454
google__gemma-3-12b-it,adaptive,none,Паттерн,14,0.0002909090909090909,0.36363636363636365
google__gemma-3-12b-it,adaptive,none,Паттерн,15,0.0002,0.6363636363636364
google__gemma-3-12b-it,adaptive,none,Паттерн,16,0.0003090909090909091,1.0
google__gemma-3-12b-it,adaptive,none,Паттерн,17,0.0005818181818181817,0.5454545454545454
google__gemma-3-12b-it,adaptive,none,Паттерн,18,0.0002909090909090909,0.45454545454545453
google__gemma-3-12b-it,adaptive,none,Паттерн,19,0.00045454545454545455,0.6363636363636364
google__gemma-3-12b-it,adaptive,none,Порядок,1,0.000488888888888889,1.0
google__gemma-3-12b-it,adaptive,none,Порядок,2,0.0004222222222222222,0.3333333333333333
google__gemma-3-12b-it,adaptive,none,Порядок,3,0.00036666666666666667,1.0
google__gemma-3-12b-it,adaptive,none,Порядок,4,0.00044444444444444447,1.0
google__gemma-3-12b-it,adaptive,none,Порядок,5,0.0005666666666666667,0.3333333333333333
google__gemma-3-12b-it,adaptive,none,Порядок,6,0.0004333333333333333,1.0
google__gemma-3-12b-it,adaptive,none,Порядок,7,0.0004111111111111111,0.4444444444444444
google__gemma-3-12b-it,adaptive,none,Порядок,8,0.0007777777777777778,0.6666666666666666
google__gemma-3-12b-it,adaptive,none,Порядок,9,0.0003444444444444445,0.0
google__gemma-3-12b-it,adaptive,none,Порядок,10,0.00046666666666666666,1.0
google__gemma-3-12b-it,adaptive,none,Порядок,11,0.022044444444444446,0.2222222222222222
google__gemma-3-12b-it,adaptive,none,Порядок,12,0.00042222222222222227,0.3333333333333333
google__gemma-3-12b-it,adaptive,none,Порядок,13,0.0003777777777777778,0.8888888888888888
google__gemma-3-12b-it,adaptive,none,Порядок,14,0.0007111111111111111,0.3333333333333333
google__gemma-3-12b-it,adaptive,none,Порядок,15,0.00035555555555555557,0.4444444444444444
google__gemma-3-12b-it,adaptive,none,Порядок,16,0.00044444444444444447,0.8888888888888888
google__gemma-3-12b-it,adaptive,none,Порядок,17,0.0004222222222222222,0.4444444444444444
google__gemma-3-12b-it,adaptive,none,Порядок,18,0.0005444444444444444,0.5555555555555556
google__gemma-3-12b-it,adaptive,none,Порядок,19,0.00044444444444444447,0.4444444444444444
google__gemma-3-12b-it,adaptive,none,Смешанные,1,0.00099,1.0
google__gemma-3-12b-it,adaptive,none,Смешанные,2,0.0006399999999999999,0.7
google__gemma-3-12b-it,adaptive,none,Смешанные,3,0.00103,1.0
google__gemma-3-12b-it,adaptive,none,Смешанные,4,0.0009299999999999999,1.0
google__gemma-3-12b-it,adaptive,none,Смешанные,5,0.00075,0.7
google__gemma-3-12b-it,adaptive,none,Смешанные,6,0.00083,1.0
google__gemma-3-12b-it,adaptive,none,Смешанные,7,0.0035299999999999997,0.8
google__gemma-3-12b-it,adaptive,none,Смешанные,8,0.00059,0.7
google__gemma-3-12b-it,adaptive,none,Смешанные,9,0.0007,0.6
google__gemma-3-12b-it,adaptive,none,Смешанные,10,0.00075,1.0
google__gemma-3-12b-it,adaptive,none,Смешанные,11,0.0009600000000000001,0.7
google__gemma-3-12b-it,adaptive,none,Смешанные,12,0.0008500000000000001,0.7
google__gemma-3-12b-it,adaptive,none,Смешанные,13,0.0006399999999999999,0.9
google__gemma-3-12b-it,adaptive,none,Смешанные,14,0.0007000000000000001,0.8
google__gemma-3-12b-it,adaptive,none,Смешанные,15,0.00097,0.8
google__gemma-3-12b-it,adaptive,none,Смешанные,16,0.0024000000000000002,0.7
google__gemma-3-12b-it,adaptive,none,Смешанные,17,0.0012200000000000002,0.5
google__gemma-3-12b-it,adaptive,none,Смешанные,18,0.00064,0.5
google__gemma-3-12b-it,adaptive,none,Смешанные,19,0.00067,0.7
google__gemma-3-12b-it,adaptive,none,Чётность,1,0.001,1.0
google__gemma-3-12b-it,adaptive,none,Чётность,2,0.00041000000000000005,0.6
google__gemma-3-12b-it,adaptive,none,Чётность,3,0.0007099999999999999,1.0
google__gemma-3-12b-it,adaptive,none,Чётность,4,0.0006799999999999999,1.0
google__gemma-3-12b-it,adaptive,none,Чётность,5,0.0004,0.6
